"K008552"	(2342.631376,0.000404179067)
"D008203"	(2270.53422,0.001550584533)
"A003847"	(262.1667224,0.0002249276682)
"M012276"	(1650.204901,0.001413695153)
"N000959"	(1151.949026,0.0009867433899)
"F002452"	(3079.668803,0.002637326664)
"B015908"	(2817.189774,0.002414516541)
"J008949"	(159.1241187,0.0001364500584)
"M004109"	(2264.529381,0.001938370781)
"C014922"	(428.3271763,0.0003668842749)
"K013158"	(2173.431396,0.001861821597)
"F003130"	(2629.976225,0.002252582496)
"E007738"	(2273.700833,0.001948362472)
"O013991"	(2371.343401,0.002030113102)
"K003605"	(2003.856201,0.001717246746)
"J008985"	(2677.892492,0.002294322805)
"N004687"	(158.9076679,0.0001349926171)
"M006557"	(2703.913279,0.002316080594)
"C007395"	(1980.101707,5.004444356e-05)
"A004717"	(1515.35219,3.936729968e-05)
"D015892"	(1475.859069,3.850941425e-05)
"B003518"	(80.64062873,2.06539876e-06)
"C003496"	(1996.733019,5.325856663e-05)
"A008456"	(1352.54936,3.444576458e-05)
"P006193"	(233.4381609,6.348153023e-06)
"A014900"	(897.5263616,2.241271903e-05)
"L008547"	(1907.425854,4.966779818e-05)
"H012109"	(2502.375952,6.544733151e-05)
"I005701"	(2027.154161,5.272959442e-05)
"I009963"	(2587.582858,6.891906066e-05)
"A000916"	(263.5319596,6.869110621e-06)
"Q001647"	(2030.772458,5.212625044e-05)
"A003090"	(1502.327048,3.761496999e-05)
"M001713"	(3092.26784,7.975202636e-05)
"K003142"	(2545.671086,-0.0001880566846)
"D011283"	(1777.307566,-0.0001307141542)
"O009715"	(1846.843965,-0.0001348426984)
"P002596"	(81.71219221,-5.917261639e-06)
"C000194"	(1877.423353,-0.0001429360982)
"K004683"	(2830.908121,-0.0002068646468)
"J007627"	(2603.357871,-0.000192143905)
"K007427"	(1563.478603,-0.0001144612271)
"D004910"	(1002.449201,-7.348480934e-05)
"J009922"	(1831.839702,-0.0001354180921)
"D000324"	(2081.91752,-0.0001532813808)
"B011428"	(961.6893807,-7.60771828e-05)
"I005546"	(2386.100119,-0.0001753857708)
"B012890"	(2783.575225,-0.0002043352054)
"O000787"	(2088.881324,-0.0001531803138)
"G000747"	(645.8033524,-4.746655555e-05)
"F012277"	(727.5695151,0.0003703392396)
"M003504"	(2662.963474,0.001353402636)
"F010663"	(536.7573705,0.0002729288997)
"O005655"	(1949.149281,0.0009913406259)
"M002498"	(2521.891892,0.001281161594)
"M006937"	(2375.11807,0.001207366337)
"B016356"	(2920.31702,0.001484223783)
"H007838"	(1545.115178,0.0007857134255)
"B003452"	(2558.722813,0.00130114567)
"A015808"	(2658.215908,0.001351153849)
"P007370"	(3154.848367,0.001598664114)
"E002669"	(2779.149846,0.001414565599)
"G009793"	(1251.437809,0.0006365163871)
"A000853"	(1831.248065,0.0009302000418)
"K004328"	(2244.328627,0.001141453018)
"D006086"	(2604.14737,0.001324468344)
"L006291"	(549.2592025,5.592215575e-05)
"I009832"	(1555.519251,0.0001571156298)
"D001130"	(2334.652257,0.0002372202859)
"K003723"	(1750.647988,0.0001789271238)
"D003333"	(2751.867583,0.000281299484)
"G009347"	(1670.963629,0.0001698929893)
"C000248"	(2027.914777,0.000204416313)
"D009817"	(2623.02074,0.000266738628)
"K016099"	(2875.010475,0.0002929574925)
"D003375"	(2586.811798,0.0002612106379)
"G015693"	(2761.799227,0.0002776346456)
"N009951"	(2511.133535,0.0002556975451)
"N004785"	(1707.203498,0.000174914485)
"K005728"	(2432.79301,0.0002462120868)
"M016365"	(2135.63719,0.0002172702066)
"F013137"	(383.4051046,3.869942684e-05)
"F007344"	(728.942686,0.001465489282)
"N007292"	(1853.360455,0.003728556389)
"C003737"	(2436.943118,0.004901522798)
"B009159"	(1932.924657,0.003886068915)
"K009945"	(1679.452019,0.003378269316)
"E011275"	(2535.086446,0.005095473838)
"O003000"	(1755.531646,0.003530851143)
"P001191"	(2190.411778,0.004404436935)
"F012610"	(2821.006058,0.005673918305)
"C000291"	(1609.362504,0.003229395924)
"E009087"	(902.1192883,0.001814158854)
"N010418"	(2266.11688,0.004557176159)
"H006048"	(1614.010788,0.003245055852)
"C009013"	(1611.235905,0.003239567608)
"L013517"	(2553.864853,0.005137073494)
"A000542"	(2622.889039,0.00527549554)
"E010279"	(2510.757182,0.002468455231)
"J011314"	(893.5438682,0.0008773154491)
"A009131"	(806.8479388,0.0007941575215)
"E001243"	(2392.654767,0.002346203172)
"F006370"	(1479.673187,0.00145387735)
"P014217"	(2328.126108,0.002286180644)
"I002505"	(2921.811334,0.002869075841)
"K011574"	(2399.043623,0.00235632252)
"F003029"	(2777.529142,0.00272983906)
"H011618"	(1716.712394,0.001686688923)
"D012902"	(2576.585245,0.002531346826)
"I000327"	(1291.23251,0.001267960366)
"P006465"	(314.2814342,0.0003092854484)
"O008080"	(2739.474363,0.002691138913)
"G006302"	(498.7714645,0.0004896651212)
"C005331"	(2743.436936,0.002693375913)
"L002662"	(2694.699986,0.002182497924)
"N015743"	(2773.156691,0.002243347677)
"D010434"	(1868.55671,0.001512186469)
"H005157"	(2901.332918,0.002346847502)
"A004537"	(2064.793069,0.001670299925)
"E001689"	(2831.889084,0.002291941723)
"E004365"	(541.3731711,0.0004381080422)
"K000163"	(2355.286091,0.001906132222)
"G005018"	(1777.711264,0.001437309745)
"I000945"	(2773.478084,0.002245477738)
"D012736"	(2402.273822,0.001942780766)
"G000010"	(1179.411399,0.000954830975)
"A015390"	(1397.127536,0.001130050039)
"N009975"	(2344.05717,0.001896978871)
"I011945"	(1590.576313,0.001288173098)
"I001526"	(2865.651806,0.002319215194)
"G014208"	(2170.730441,0.001792406912)
"O012080"	(1507.660926,0.001244484684)
"K015385"	(1736.46822,0.001432343646)
"Q001214"	(1888.493042,0.001556790824)
"K013803"	(2457.545931,0.00202700577)
"M004923"	(2262.392778,0.001864855783)
"M011643"	(482.2302503,0.000398228843)
"G002249"	(2506.682929,0.002066318089)
"I002698"	(1616.245373,0.001333265734)
"B008864"	(2104.659439,0.0017360416)
"H006295"	(263.6179961,0.0002174300248)
"F016366"	(1702.263704,0.001404267202)
"P011382"	(2275.805738,0.001878443898)
"J011591"	(2775.82139,0.002288007703)
"E004372"	(2590.98463,0.002136339652)
"K016378"	(1430.662121,0.001179450419)
"O007259"	(2344.677487,0.001633017169)
"D005199"	(2656.715387,0.001849576735)
"G005877"	(2813.791079,0.001959139343)
"N009428"	(1690.40721,0.001176518938)
"P004092"	(2157.076734,0.001503231931)
"L014671"	(2707.290382,0.001882519532)
"F011711"	(2228.063688,0.001552466247)
"M001093"	(260.1891476,0.0001804898087)
"H009877"	(2523.764138,0.001758327338)
"D007082"	(2130.493428,0.001482532983)
"O007239"	(826.2447792,0.0005770409474)
"O016003"	(1360.057433,0.0009464727302)
"M011811"	(2402.273688,0.001672568487)
"M012971"	(2400.375654,0.001670659683)
"C009658"	(1417.364289,0.0009888619458)
"A011768"	(2657.03337,0.001848845056)
"F010446"	(2045.58575,0.001121157317)
"N009204"	(1211.29702,0.000663860571)
"I010411"	(2242.91186,0.001229459139)
"J007831"	(2053.451282,0.001127271704)
"F001612"	(1455.148879,0.00079714125)
"M003579"	(2234.203381,0.001223508483)
"O012336"	(2923.917075,0.001600529251)
"N009554"	(2819.124789,0.001543680751)
"H010286"	(2099.951341,0.001150215919)
"B001614"	(2462.472481,0.001336903486)
"D007335"	(3077.862104,0.001685221666)
"L009383"	(2232.755328,0.001222526819)
"F015780"	(2481.238513,0.001358619459)
"K016056"	(2555.351315,0.001400891123)
"B009952"	(1950.220302,0.001069597622)
"D001076"	(1640.52751,0.0008977711106)
"N012034"	(2478.378616,0.001154099581)
"J008558"	(2445.739116,0.001139534032)
"B006086"	(517.2409371,0.0002405485537)
"P008815"	(2670.514064,0.001242714558)
"N001022"	(1070.507016,0.0004983622931)
"O009202"	(2610.77327,0.001214768576)
"P007832"	(2052.004042,0.0009548545639)
"M008643"	(2475.061417,0.001151520011)
"L016344"	(2773.538104,0.001291548126)
"F000995"	(2321.353662,0.001081095328)
"I014978"	(360.8657644,0.0001682998833)
"D012990"	(1563.064845,0.000728554721)
"A004632"	(903.1608342,0.0004205826306)
"P009991"	(207.0479021,9.605088921e-05)
"O000588"	(1324.359925,0.0006164285874)
"J012879"	(1218.952753,0.0005667238199)
"B009617"	(2580.73194,0.002836460966)
"G008990"	(1736.002886,0.001908253863)
"D014590"	(2543.948028,0.00279466866)
"B014698"	(1604.842338,0.001762693796)
"K015337"	(1015.28853,0.001115680499)
"C001053"	(2069.778171,0.002273824013)
"K014542"	(850.8138567,0.0009372755808)
"O010865"	(2608.372664,0.002866433627)
"B005070"	(2651.386326,0.002912537101)
"A003044"	(2807.921822,0.003084729341)
"J015580"	(2345.697553,0.002577858653)
"M008785"	(1609.258644,0.001767821502)
"F001985"	(2347.577147,0.002580610141)
"L009549"	(1286.659013,0.001413020808)
"L012494"	(599.3309275,0.0006595259284)
"K008689"	(2383.187077,0.002615518015)
"O015252"	(2559.162217,0.002395187157)
"G004914"	(1013.136254,0.0009482782298)
"E005904"	(1053.770644,0.0009861540418)
"A004571"	(1814.828777,0.00169719418)
"O000461"	(1129.97517,0.001056095758)
"P014431"	(2287.406189,0.002138376606)
"M016021"	(2782.60615,0.002603507801)
"G013231"	(1519.389456,0.001421245614)
"O015424"	(1822.651929,0.001706018015)
"C003531"	(2137.979086,0.002001612807)
"F002046"	(1789.955604,0.001676009392)
"E004988"	(286.9003631,0.0002684771123)
"O005631"	(1117.904605,0.001046258451)
"J006139"	(812.1590764,0.000759142404)
"M011448"	(2643.43564,0.002473876375)
"A011892"	(2796.388114,0.002613073167)
"D016354"	(381.5565516,-0.0001716341892)
"L002818"	(1147.211265,-0.0005163605604)
"G010820"	(1204.377138,-0.0005419187689)
"E015772"	(427.6004935,-0.0001924128418)
"D002462"	(1720.578707,-0.0007752885769)
"K006115"	(1609.665456,-0.0007204315801)
"L012772"	(1804.190499,-0.0008128890643)
"P009159"	(1519.937227,-0.0006862412298)
"L000661"	(2361.502806,-0.001064165734)
"L006603"	(1087.411048,-0.0004905609192)
"A000356"	(2611.255681,-0.001178977023)
"F016032"	(2966.708017,-0.001336890628)
"M013588"	(2560.729805,-0.001155305618)
"M007870"	(2254.786189,-0.001018086914)
"H011438"	(618.3397869,-0.0002802662722)
"H015146"	(547.3796615,-0.0002475726396)
"L014387"	(972.839618,0.0004375585889)
"L014946"	(2599.69278,0.001167096521)
"K007790"	(2541.681051,0.001143724391)
"E006952"	(2607.565758,0.001172811708)
"D000393"	(2584.233729,0.001164619442)
"C003615"	(1559.263952,0.0006972897057)
"B008008"	(2522.067091,0.001134615542)
"G012848"	(2903.563154,0.001307817496)
"K004330"	(2540.082031,0.001143584604)
"K009416"	(454.8620558,0.0002031369143)
"F000370"	(2464.14017,0.001109594974)
"E015669"	(284.4731793,0.0001281335934)
"F004552"	(1233.008812,0.0005557617647)
"F000176"	(1861.017482,0.0008370631111)
"C015686"	(1462.138974,0.0006570610467)
"B002457"	(1876.025686,0.000843455014)
"E006735"	(2431.636139,0.001450617361)
"D012436"	(2602.82456,0.001553724578)
"J015837"	(1097.174154,0.0006553196053)
"B004729"	(1443.273291,0.000862882342)
"C002629"	(1346.92227,0.0008064994745)
"L010190"	(2556.262886,0.001523678182)
"N011098"	(1914.169353,0.001140996012)
"K014818"	(1799.698622,0.001073193506)
"M009902"	(1643.518272,0.0009811735883)
"B007092"	(1928.359725,0.00114909096)
"P009079"	(134.563259,7.990275087e-05)
"I014218"	(2332.62983,0.001390448665)
"B012827"	(759.6510001,0.0004534226087)
"C015658"	(2085.099217,0.001243677415)
"O010061"	(2745.212903,0.001636576965)
"F012675"	(2327.13485,0.001386572847)
"J003761"	(2265.343829,0.001663763382)
"O015682"	(2801.236806,0.002057833019)
"F000115"	(1816.025598,0.001341808829)
"N006260"	(2032.321378,0.001492798919)
"E001988"	(414.2447914,0.0003045004568)
"I004031"	(2171.154067,0.00159473775)
"G010485"	(1976.459809,0.001451936132)
"J006326"	(2371.318678,0.001740549938)
"M016360"	(1917.642118,0.001409957935)
"N004111"	(290.5924619,0.0002137133389)
"J004505"	(133.6300243,9.83626232e-05)
"B008797"	(2339.394337,0.001718454483)
"N001814"	(105.5330878,7.746983254e-05)
"H005980"	(2529.04847,0.001859125767)
"C000964"	(2285.524564,0.001679150095)
"C011413"	(2105.267065,0.001544633714)
"A000372"	(128.3868874,-3.235591302e-06)
"G009659"	(2178.75345,-5.587633593e-05)
"P014460"	(3048.808003,-7.831434944e-05)
"E007737"	(2257.704901,-5.96960429e-05)
"E014875"	(641.7181928,-1.631024163e-05)
"O009484"	(2442.641985,-6.087647625e-05)
"G008124"	(1611.142952,-4.418116757e-05)
"D006706"	(1560.58159,-4.297292939e-05)
"C007743"	(2548.247841,-6.702753482e-05)
"K004592"	(781.4281754,-2.156433438e-05)
"C012632"	(2727.91373,-7.23302172e-05)
"O011961"	(2218.258219,-5.706984327e-05)
"B012095"	(2216.426186,-5.900655161e-05)
"B006799"	(2250.592622,-5.924413472e-05)
"K001608"	(2613.898399,-6.977078075e-05)
"M003306"	(2803.615863,-7.389415805e-05)
"K013575"	(2504.593065,0.001792312589)
"H011199"	(2141.17855,0.001531545339)
"N010172"	(287.3921,0.0002054377121)
"G009223"	(932.4831213,0.0006667392657)
"Q000181"	(311.5640044,0.0002234203155)
"C012747"	(705.2151354,0.0005046402209)
"N003313"	(2380.851269,0.001703141453)
"P014719"	(2057.265236,0.001474082362)
"K012921"	(2891.659127,0.002069574308)
"D003820"	(2758.964116,0.001973963588)
"A007915"	(712.3601104,0.0005096409735)
"N004838"	(2618.46706,0.001873255156)
"N003683"	(134.5381888,9.630149271e-05)
"H014671"	(1296.012428,0.0009266646668)
"D010759"	(2072.729198,0.001483086673)
"O000896"	(1918.213831,0.001371850534)
"G003647"	(2105.683007,0.001380978658)
"E012418"	(3097.361257,0.002033517885)
"M014579"	(2016.124325,0.001320630603)
"L015554"	(2712.039851,0.001778547497)
"O000247"	(1232.12537,0.0008078196911)
"G008102"	(3190.417909,0.002090590856)
"O015491"	(1448.564991,0.0009495574703)
"G000778"	(2131.186832,0.001396284397)
"M006058"	(1994.042937,0.001305895613)
"L015465"	(2378.673593,0.001559124947)
"I014380"	(477.1243665,0.000313230448)
"M007985"	(3067.324236,0.00201208347)
"K009783"	(2420.681431,0.00158616082)
"O000929"	(461.7877687,0.0003015845343)
"L007141"	(2056.598783,0.001349380368)
"I011359"	(1418.593883,0.0009295535706)
"J007977"	(1169.020978,0.002254801932)
"J006320"	(2406.646018,0.004643735823)
"P003102"	(2006.802131,0.003867665444)
"G014646"	(2310.261601,0.004454579206)
"F008691"	(2737.592631,0.005280823932)
"G005718"	(2943.128256,0.005676681832)
"D004356"	(2636.947488,0.005085095328)
"L012419"	(2835.792594,0.005469219818)
"H012156"	(645.0289009,0.001243892555)
"F001100"	(2150.421396,0.004148275607)
"M005875"	(335.0150163,0.0006463028249)
"C000059"	(2670.504217,0.005147054679)
"K001370"	(1060.620219,0.002043499217)
"B003649"	(286.2235912,0.0005512566308)
"C002063"	(2460.153159,0.004744336562)
"F002563"	(2689.012265,0.005185994418)
"C010319"	(721.5988657,0.0004504560541)
"M010775"	(2388.128721,0.001488682636)
"J014838"	(2780.26036,0.00173566487)
"J008919"	(1775.047637,0.00110851093)
"H005318"	(2804.243829,0.001744554289)
"P001825"	(1901.646053,0.001186129728)
"B011079"	(1602.07052,0.0009992940754)
"K015761"	(1200.399373,0.0007482022722)
"I011570"	(2092.066567,0.001308923763)
"I009117"	(80.66888495,5.035761774e-05)
"O005213"	(1832.971166,0.001143349766)
"M014123"	(2529.267355,0.001576024101)
"H003906"	(2349.670729,0.001465792345)
"C014415"	(2263.281491,0.001412448378)
"C010081"	(2467.299119,0.001541730083)
"J010537"	(2037.733137,0.001269234339)
"C010281"	(1660.308188,0.002036533766)
"F011635"	(1044.113088,0.001280298233)
"G000699"	(2670.955546,0.003275925769)
"E010619"	(512.3142759,0.0006291327921)
"L013072"	(1677.655509,0.00205874831)
"N008802"	(1067.888263,0.001309109843)
"F001745"	(2256.954044,0.002767821117)
"D004408"	(827.7956993,0.001013797604)
"D007584"	(892.599477,0.00109353679)
"H010528"	(2516.618816,0.003084061689)
"C014047"	(1318.955772,0.001617468751)
"F001048"	(81.81103161,0.0001005309357)
"N009096"	(187.6376908,0.0002301443743)
"K013195"	(2788.420249,0.003417768724)
"D008888"	(862.8596862,0.001057687125)
"M016107"	(2416.249312,0.002960770456)
"I011500"	(1054.871345,0.0007525793254)
"L010522"	(2794.152469,0.001994709375)
"L009975"	(547.4116703,0.0003902987509)
"H005111"	(2374.222751,0.001690551123)
"M005628"	(2216.979704,0.001581029723)
"K016077"	(54.9229988,3.912100358e-05)
"B000702"	(2536.581757,0.001807676724)
"C010208"	(1188.554977,0.0008465541414)
"N003966"	(2075.380621,0.001480509215)
"N005839"	(2683.853248,0.001913081606)
"P002986"	(1136.84355,0.0008105954278)
"D014580"	(1468.318497,0.001046623171)
"H013289"	(1124.348835,0.0008027304876)
"L012168"	(2523.53751,0.001799415765)
"B015052"	(517.2411278,0.0003686092439)
"C011071"	(1142.402574,0.0008133286531)
"A015693"	(630.6099227,0.0004586743336)
"I005697"	(2557.385726,0.001863147729)
"E002030"	(356.0026993,0.0002582661441)
"C016096"	(1742.589595,0.001267434829)
"D013902"	(81.57816357,5.942874142e-05)
"Q000119"	(2008.100102,0.001461291584)
"L000993"	(1778.874348,0.001294714417)
"L009143"	(2441.806037,0.001774918827)
"E002024"	(1456.479032,0.00106111627)
"J015420"	(1169.083322,0.0008507817731)
"L014983"	(1553.143432,0.001131001423)
"I001478"	(2327.19931,0.001692264055)
"M004708"	(1757.685921,0.001279881707)
"F005846"	(1642.030364,0.001194293148)
"N014569"	(1379.555734,0.001003949268)
"K006845"	(2340.227525,0.001701751733)
"I008381"	(1929.054335,0.0009450184257)
"F011503"	(1990.358458,0.00097551555)
"B016208"	(1787.340547,0.0008785634446)
"H011981"	(2791.728259,0.001370746363)
"N008843"	(1853.542122,0.0009077177229)
"C003903"	(2593.155693,0.001272347946)
"H014981"	(1984.728201,0.0009742424974)
"D009233"	(1983.098644,0.0009721490859)
"E013974"	(1739.515023,0.000853477364)
"J006970"	(2550.252989,0.001252156084)
"A008081"	(2721.180314,0.001333124796)
"H003653"	(2352.102367,0.001155846381)
"B000558"	(2749.065179,0.001351373197)
"N008075"	(2780.874955,0.001364774714)
"G006946"	(2862.796842,0.001405574094)
"N004255"	(2493.478641,0.001223071112)
"I011531"	(2288.360753,0.00157577112)
"L016323"	(1527.954368,0.001051739985)
"L000076"	(1960.40309,0.00135200484)
"C012033"	(2013.941703,0.00138663652)
"K001522"	(2655.93799,0.001831642518)
"J013987"	(2701.257832,0.001863514612)
"G000393"	(2484.407116,0.001712274912)
"E012588"	(1316.552029,0.0009067946122)
"B006062"	(1783.809791,0.001228617851)
"N016019"	(2476.305787,0.001706091721)
"M013727"	(1723.880658,0.001187842609)
"F008181"	(2104.529285,0.00145058393)
"L012302"	(2714.418169,0.00187051064)
"M008507"	(2503.212572,0.001723115259)
"M001599"	(963.89379,0.0006643751048)
"G012018"	(453.8040211,0.0003120750116)
"I009087"	(2893.076902,0.00223625409)
"A002087"	(2135.026118,0.001649689995)
"G005466"	(2329.199549,0.001798745967)
"C004493"	(1070.338337,0.0008261319009)
"A015136"	(1453.975824,0.001123067118)
"B006358"	(1739.6628,0.001342880332)
"B010725"	(2057.65986,0.001587378198)
"K015386"	(516.5672651,0.0003982511538)
"G011243"	(1762.991037,0.001360849824)
"B013224"	(262.8697057,0.0002033988578)
"C013578"	(1117.593256,0.0008628382365)
"M002466"	(2122.05652,0.001638378574)
"C014817"	(2917.909175,0.002254166101)
"J006864"	(280.1107717,0.0002164440662)
"H006009"	(2365.152941,0.00182612013)
"L007057"	(1586.670087,0.001224254425)
"N009733"	(390.4369368,0.0004323931632)
"N008633"	(2776.851184,0.003078463669)
"O010502"	(2539.10825,0.002815370518)
"K010312"	(272.6717473,0.0003021704026)
"B007503"	(2545.978629,0.002821222246)
"F012442"	(2242.566544,0.002487291961)
"G015540"	(2160.393042,0.002394502256)
"C009727"	(1592.563373,0.001764968513)
"A005849"	(1918.881383,0.002127334095)
"N008132"	(1792.733957,0.001987218505)
"G008169"	(2760.939405,0.003058649623)
"O002276"	(905.6632473,0.001004999786)
"J015096"	(613.228603,0.0006800326048)
"M006004"	(2124.727705,0.002355906124)
"B004381"	(2582.5425,0.002862870446)
"I015216"	(521.197371,0.0005771697138)
"E004491"	(1286.725969,6.88312245e-05)
"B001557"	(1711.536453,5.725881544e-05)
"N015817"	(2268.562689,0.0001227647106)
"H007828"	(1227.297893,6.885256188e-05)
"D005545"	(2211.188726,0.000117312369)
"E013423"	(2691.173045,0.0001443321204)
"F015690"	(2745.486229,0.0001469018417)
"P000165"	(2539.756778,0.0001346951335)
"P003254"	(2918.603394,0.0001562703944)
"N002042"	(2742.836014,0.0001480034341)
"L003731"	(2561.856205,0.0001378549121)
"L011045"	(2256.377642,0.0001219797982)
"O009179"	(2360.717788,0.0001274286744)
"C002495"	(1887.905166,0.0001015744883)
"G007431"	(472.7599515,2.528251965e-05)
"K001157"	(1213.594239,6.443190614e-05)
"F012301"	(904.851215,0.0003775255166)
"O003433"	(1278.254677,0.0005319701305)
"M000726"	(3015.774982,0.001256710339)
"J003514"	(682.6198238,0.0002834519075)
"D014601"	(2666.748913,0.0011112409)
"L002044"	(2835.899138,0.001185326285)
"D008258"	(2637.082578,0.001100431065)
"H005180"	(1561.113759,0.0006498476059)
"I003952"	(2601.954168,0.001083446438)
"L010257"	(1309.552942,0.000545649305)
"K001675"	(1750.193367,0.0007281595455)
"A003346"	(2170.247241,0.0009051899297)
"M008237"	(1783.896436,0.000744285691)
"B014913"	(2600.805865,0.001083085224)
"L012001"	(1225.480199,0.0005099880547)
"O012533"	(1327.551197,0.0005539564276)
"E007852"	(2194.670371,0.001681853855)
"M009978"	(2741.953129,0.002095507989)
"O013214"	(1738.065959,0.001329788233)
"H006910"	(2700.764505,0.002064818459)
"O002030"	(2624.366076,0.002005802325)
"I016362"	(2466.318359,0.001885526086)
"L012867"	(2433.684275,0.00186046266)
"N001363"	(2025.285393,0.0015457885)
"F011885"	(2151.647387,0.001643635455)
"C009609"	(760.4362911,0.0005814935771)
"K007919"	(158.6897745,0.000121824406)
"O006742"	(2391.828486,0.001827875257)
"G013590"	(1856.724782,0.001419238667)
"D012297"	(2245.381593,0.001718709185)
"D016005"	(611.4133633,0.000467209172)
"O008994"	(2261.487548,0.001726739973)
"G005738"	(1019.431739,0.0002515349465)
"B004056"	(2030.755122,0.0004990101857)
"E015865"	(2054.181902,0.0005061214987)
"F011100"	(133.1763464,3.304889526e-05)
"F004226"	(2390.238371,0.0005886836322)
"B004821"	(2021.695327,0.0004967614491)
"C008160"	(2578.189077,0.0006359612978)
"B011994"	(1489.900614,0.0003677075753)
"P010368"	(3101.524335,0.0007637243091)
"P006639"	(1750.165264,0.000430029202)
"B000812"	(235.0614473,5.792655162e-05)
"P007662"	(1995.321091,0.0004912859457)
"J016085"	(2802.947636,0.0006895399434)
"N015729"	(1641.299913,0.0003988195138)
"G008935"	(1126.771416,0.0002764452206)
"I007767"	(2688.235916,0.0006591957342)
"I012842"	(1181.906137,7.560000339e-05)
"J010048"	(286.4674225,1.781032279e-05)
"O014281"	(1822.294517,0.0001156347873)
"A010364"	(2710.087659,0.0001694408553)
"I006937"	(1846.192261,0.0001154436104)
"K004036"	(2359.237826,0.0001472615759)
"H010637"	(2573.632279,0.000159440986)
"B000184"	(1920.754981,0.0001191967836)
"D004705"	(106.0550659,6.606829603e-06)
"G009474"	(1545.50005,9.689376618e-05)
"K009057"	(2816.258112,0.0001765651087)
"B010334"	(1779.311523,0.0001116556582)
"C009782"	(2595.592641,0.0001631873766)
"J005836"	(3004.45936,0.0001882364384)
"N002699"	(2521.847385,0.000156569532)
"F012779"	(2475.523154,0.0001542831157)
"A014999"	(2703.069162,0.001754988824)
"E007788"	(1637.998752,0.001063524669)
"A003777"	(534.0805251,0.0003473717449)
"M006651"	(2328.513147,0.001514584469)
"M000314"	(1909.574226,0.001241343363)
"A011124"	(1773.390517,0.001151183358)
"O009525"	(1198.472171,0.000778279078)
"P003098"	(2176.381928,0.001410279888)
"N007883"	(1763.797804,0.001144364836)
"H008577"	(2049.171332,0.001332185297)
"M011949"	(2495.561578,0.001617150944)
"A002936"	(1773.392079,0.001150657723)
"N012422"	(2180.821835,0.001415897431)
"O011096"	(2435.714733,0.001579490773)
"L005242"	(1737.384703,0.001127480511)
"I003030"	(659.0513445,0.0004280327924)
"C005052"	(557.5013861,0.000486840498)
"H005428"	(2072.346704,0.001811305599)
"C013938"	(2805.762857,0.002451015443)
"B009394"	(1783.534914,0.001555487854)
"K011098"	(1945.253517,0.001698656519)
"H012359"	(2548.065218,0.002223536091)
"I004682"	(2664.445652,0.00232512506)
"E013471"	(1567.750601,0.001367572521)
"M008489"	(2138.724109,0.001867000701)
"A013137"	(2897.527983,0.002527804101)
"A015560"	(2124.389818,0.001854419942)
"O005644"	(2977.927941,0.002599014965)
"D013607"	(2776.886974,0.002424676659)
"F009181"	(2543.704156,0.002220181428)
"J012569"	(2258.810725,0.001971831784)
"H005800"	(1007.430014,0.0008785997486)
"N007605"	(2682.112439,0.004824462674)
"H012219"	(2589.583811,0.004657051113)
"B001940"	(1453.287618,0.002615251989)
"E012097"	(1691.663737,0.003042156254)
"L010752"	(1659.371133,0.00298611046)
"M015494"	(1497.25225,0.002692859941)
"C006050"	(2251.151809,0.004048893951)
"F013253"	(1884.72393,0.003389972495)
"H007929"	(2720.000188,0.004894077335)
"M003537"	(2733.032819,0.004916138209)
"P013825"	(2355.576158,0.004237435444)
"F001222"	(658.1147989,0.001184180997)
"C005115"	(1873.37959,0.003370238028)
"P005713"	(235.2317708,0.0004230873518)
"B010973"	(2597.713646,0.004669588933)
"A010590"	(641.2416048,0.001152635018)
"E013183"	(688.8200633,0.0006826010474)
"N014179"	(2271.395884,0.002253167206)
"E013699"	(806.1381472,0.0007987406345)
"F004749"	(2606.110749,0.002583041568)
"D000161"	(1626.434335,0.001612173205)
"P009295"	(1822.618029,0.001805096464)
"C010285"	(1393.198911,0.001380157625)
"P013087"	(1631.302097,0.001616508624)
"M008247"	(1859.318856,0.001843956745)
"M001761"	(1713.551687,0.001697133167)
"F005728"	(1449.458677,0.001434840207)
"G008420"	(2011.429286,0.001994595549)
"O009381"	(2012.344957,0.001992093152)
"P011089"	(2578.805245,0.00255455082)
"H010094"	(1559.454162,0.001545677422)
"G010947"	(1787.341046,0.001769320631)
"J005557"	(2569.482648,0.00329227474)
"K009249"	(2538.33749,0.003251282313)
"J008055"	(308.9970201,0.0003959267626)
"F002588"	(2344.527769,0.003002413788)
"H014003"	(1399.302935,0.001791753939)
"L016197"	(1451.839415,0.001860265271)
"F003787"	(2519.686482,0.003226311451)
"M005846"	(1081.490051,0.001386138949)
"P007417"	(1193.127344,0.001525325727)
"P002461"	(2211.068942,0.002830480864)
"O012331"	(2729.863849,0.003495131692)
"I002693"	(1548.1546,0.001983003247)
"N005445"	(331.285193,0.0004240657696)
"P008005"	(2682.42641,0.003432857479)
"N000095"	(1297.969234,0.001662445219)
"K007001"	(1664.413441,0.002132122573)
"F001759"	(2314.187147,0.001833688757)
"N007723"	(3003.473601,0.002373809423)
"P006570"	(2114.347992,0.001670799424)
"O014800"	(1254.157208,0.0009908900906)
"L005785"	(2216.42127,0.00175155196)
"F009218"	(1428.455709,0.001127791087)
"O008034"	(2731.104982,0.00215950333)
"L000832"	(1653.927171,0.001307059853)
