"K008552"	(676.2830506,0.0005559773189)
"B008284"	(-40.02369147,-6.337118209e-05)
"B006615"	(-36.53621133,2.219004897e-05)
"L014382"	(512.5539994,0.0002873250076)
"M015517"	(-115.997794,2.226318863e-05)
"E004720"	(-32.66741406,-0.0002521852093)
"O003981"	(252.8040964,8.348449954e-05)
"J014527"	(647.5780756,0.000416303875)
"A015768"	(-570.1173876,-0.0003539727273)
"D014050"	(70.05328915,0.0002122927868)
"E008538"	(210.5608044,4.851034175e-05)
"H014956"	(-275.5186133,0.0002182321372)
"B013264"	(-294.2109895,-6.551502426e-05)
"O016321"	(-483.7246084,-9.029818667e-05)
"D001765"	(175.7395135,0.0002038020251)
"B001732"	(368.7633198,0.0001408535749)
"B009152"	(-60.26676806,6.876310011e-05)
"N002039"	(-440.934625,-6.739574449e-05)
"B005488"	(359.9923944,0.0001805686733)
"B007766"	(-472.8014672,-0.0002137183122)
"K001347"	(-704.7437679,-0.0005093862503)
"K007726"	(1174.732374,0.000590488886)
"N003432"	(808.580598,0.0002965655352)
"F015143"	(-1226.461578,-0.0005415016915)
"B008382"	(-824.0607404,-0.0003209157138)
"A015687"	(-83.64356889,-8.38509516e-07)
"D003844"	(1442.29099,0.0005554795367)
"A011998"	(73.47888691,-0.0001206711082)
"A006940"	(153.8883277,9.477759224e-05)
"M015830"	(-544.7868198,-0.0001316020146)
"I011650"	(-627.8802522,-0.0002987452647)
"C012622"	(-66.05686446,-7.502573215e-05)
"M014773"	(-345.970939,-0.0003098445678)
"L015812"	(-456.8739655,-0.0001175485583)
"O012721"	(-577.8699849,-0.000646161751)
"O014497"	(286.6930376,0.0003194861365)
"K016124"	(-676.4451642,-0.000578405606)
"O002657"	(-158.0111343,0.000104011129)
"I006994"	(546.3600627,0.0006317984887)
"M014302"	(-113.4920394,-0.0001407835176)
"K001256"	(-431.2816342,-0.000579422749)
"J014246"	(705.4780537,0.0009162372827)
"M002477"	(-3.857247053,-8.582963881e-05)
"I015899"	(134.8678189,0.0002730943525)
"C003074"	(-121.5157768,3.405099466e-05)
"B003593"	(-107.2096522,-0.0003771296294)
"A010175"	(53.90580989,-9.402190826e-05)
"M007684"	(185.7856094,-9.940341199e-05)
"F003262"	(918.9708574,0.001107005294)
"A000233"	(127.8631194,5.025455633e-05)
"N002536"	(-527.2864618,-0.0004321393227)
"F005541"	(181.529754,0.000145987377)
"K000081"	(-194.3291243,-0.0001676837526)
"P000854"	(386.6870751,0.0003462604572)
"F016223"	(283.8845542,0.0001453900622)
"N002363"	(-602.5405287,-0.0005406353899)
"C000947"	(350.7028115,0.000391226607)
"A013402"	(24.61793191,0.0002130293307)
"N006861"	(-171.5172042,-0.0001792457911)
"I007019"	(-305.8818086,-0.0004419034199)
"A015336"	(478.898807,0.0005841297095)
"I008725"	(-539.4830013,-0.0001550190489)
"K014214"	(-128.9360029,-0.0002263574879)
"M006438"	(474.9216266,0.0004380657833)
"N004167"	(289.1790117,0.0002511491816)
"K008042"	(312.5046721,0.0004465852139)
"M005765"	(557.7762514,0.0006183618763)
"P012050"	(763.7695596,0.000573193567)
"F007129"	(-372.2692433,-0.0004228752163)
"E010634"	(146.2423722,0.0001798636393)
"N008516"	(-570.2425219,-0.0004410523011)
"G012831"	(10.73603869,-5.855950738e-05)
"M012132"	(625.6391261,0.0005568376544)
"O010741"	(-488.5745029,-0.0001937164191)
"A014931"	(-54.58080733,-4.403179123e-05)
"L011495"	(-29.30437224,0.0001089835465)
"A000263"	(179.534285,0.0001037227639)
"P008424"	(-75.30120258,-0.0001592247893)
"K015879"	(1183.957821,0.001072762334)
"F008605"	(144.2152281,2.046720316e-05)
"B000520"	(0.3909769767,-9.505611153e-05)
"C008211"	(-148.8711046,-7.040479545e-05)
"N014183"	(-772.8988445,-0.0007689720758)
"N013532"	(-184.2564594,-0.0001362516586)
"L010212"	(219.1485156,0.0002603461957)
"E002538"	(-170.1744627,-4.126319162e-06)
"J004158"	(181.5063897,0.0001325561427)
"I002185"	(41.03501441,0.0001130158513)
"H009292"	(-111.7968661,2.966878037e-05)
"K010862"	(-64.32345164,-3.174840176e-05)
"K001310"	(-41.28158541,2.176310039e-05)
"M011917"	(893.2821856,0.0005790073839)
"I009936"	(242.1470081,0.000260259097)
"H008405"	(-772.7685163,-0.0005954244361)
"D016381"	(-195.1647168,-7.734103825e-05)
"C014082"	(85.58574471,0.0001763057983)
"E014080"	(-407.8473557,-0.0004582679606)
"O007933"	(-29.11326989,2.210193239e-05)
"N012909"	(-344.5283193,-0.0001790990559)
"L013252"	(-8.181198681,-9.218408337e-05)
"E000095"	(117.328146,8.735925666e-05)
"G003819"	(729.174002,0.0001553403662)
"I008203"	(-674.4594921,-0.000321402425)
"C003886"	(-225.5212701,-5.921979246e-05)
"K015908"	(220.3794754,-4.400229718e-05)
"P006938"	(30.78084087,0.0001954111117)
"J012351"	(-476.9587179,-0.0004989459788)
"K005773"	(572.4120847,0.0003055589535)
"C008351"	(230.609024,-8.265145097e-05)
"C012672"	(393.6806368,0.0002050490763)
"P011470"	(113.1521763,0.0001516286232)
"M012058"	(-135.0363373,-8.748550596e-05)
"O008036"	(-355.9494776,-0.0001190188981)
"K006494"	(-44.23208067,-0.0001616482168)
"O005696"	(539.6608752,0.000405579739)
"M005263"	(354.0590365,0.0002543176641)
"O000726"	(536.1316331,0.0003427623188)
"G004156"	(-236.8430178,3.55053192e-05)
"G004483"	(316.409448,0.0002865727486)
"L006701"	(-248.7208582,-0.0002929059441)
"M003990"	(-559.0387367,-0.0006180619285)
"P009678"	(315.9343313,0.0002097100682)
"I014414"	(-105.5720977,-8.101069132e-05)
"N010881"	(-495.6138446,-0.0002839781994)
"O004095"	(104.7281841,0.0001417933475)
"O013025"	(463.3831805,0.0004168953546)
"F004997"	(47.7033578,5.561500279e-05)
"E002841"	(497.1099135,0.0004126190057)
"H002058"	(147.8245785,0.0001196249397)
"G016107"	(373.8724274,0.0003357245087)
"E014025"	(-347.0198868,6.859085812e-05)
"E013432"	(139.1031956,0.000108838113)
"G015858"	(-112.9250431,-3.870356958e-05)
"D012220"	(4.592285933,-6.3247843e-05)
"B006106"	(-322.6533365,-2.047200292e-05)
"L007140"	(167.4613483,-1.896709045e-07)
"G010925"	(-778.4481177,-0.0003571195788)
"E008991"	(1221.021698,0.000536688814)
"F004630"	(95.78032213,2.621124933e-05)
"D000673"	(-170.5805749,6.048960226e-05)
"M008397"	(346.1509397,5.869298667e-05)
"O000383"	(-188.4565153,-0.0001586703057)
"K003699"	(97.84935118,0.0001213194335)
"I008048"	(31.82353637,4.564697201e-05)
"M012961"	(-274.8622705,-0.0002033677877)
"H009729"	(159.5961704,0.0001988103518)
"K014666"	(-20.29285564,-2.177928071e-06)
"O010278"	(407.0777935,0.0004041219892)
"C015038"	(87.82622969,-0.0001211011238)
"K001606"	(-178.7985183,-4.417754385e-05)
"L008124"	(389.3332509,0.0003301695976)
"I014483"	(184.3729496,0.0001633236791)
"E006837"	(535.5307103,0.0005003037342)
"D005698"	(-584.6166307,-0.0003726125932)
"J006073"	(-223.2843597,-0.0001941269409)
"J005250"	(15.37229468,2.20809405e-05)
"F000952"	(163.2890637,0.0001101251921)
"C000022"	(-1019.240341,-0.0007649861759)
"L006728"	(-112.1033445,1.649335399e-05)
"N011162"	(472.0395515,0.0003409562003)
"L015326"	(-509.9557095,-0.0003692059746)
"L002242"	(-409.3322111,-0.0002356709608)
"G008171"	(-568.6618073,-0.0004148017195)
"A012767"	(-884.8465161,-0.0008025307172)
"G010708"	(487.1699988,0.0003676945103)
"B007293"	(461.5128393,0.0004856029119)
"O014591"	(188.5508507,0.0002177105671)
"K012331"	(-99.90307188,-8.816166014e-05)
"F012098"	(324.0594497,0.0003376336791)
"H016172"	(-6.965823528,0.0001169530094)
"F015868"	(-275.8827896,-0.0001148276815)
"O005333"	(-149.8290549,9.87300146e-07)
"M015127"	(339.7423805,0.0002650675418)
"K003602"	(158.816968,1.465105654e-05)
"B016259"	(350.5713665,0.000350722989)
"A006425"	(-179.0623812,-2.895638198e-05)
"I004114"	(661.170359,0.0005799590488)
"D005090"	(-269.6804473,-0.0002801375109)
"B012752"	(1398.09419,0.0002242702302)
"K015290"	(-512.6175031,-2.763799179e-05)
"K004430"	(-12.24836227,-4.96681571e-05)
"I003000"	(159.8427367,-5.328349212e-05)
"C012398"	(761.537747,0.000143005492)
"N004398"	(-503.9370218,-0.0001815527334)
"B006021"	(-319.596977,-9.132919393e-05)
"G005310"	(-502.1399484,-0.0001027452829)
"E011899"	(-79.123129,6.421593337e-05)
"C011418"	(914.0046344,0.0001121934499)
"A006590"	(-601.2476551,5.926539504e-05)
"L005919"	(21.67783876,2.857184037e-05)
"H012972"	(693.3307742,-5.860024808e-05)
"N016206"	(-374.7365953,-0.0002988624931)
"J015786"	(-43.43166738,-0.0001042578298)
"I002000"	(363.0155782,0.0001427824115)
"G015171"	(241.095594,0.0001719341774)
"G015289"	(-496.5876927,-0.0002919163854)
"N001136"	(189.3848384,0.000139083727)
"M003688"	(690.1120587,0.0003260720646)
"N004848"	(230.6348796,0.0003017991511)
"N009176"	(244.2122851,0.0001405020515)
"N003475"	(628.1802523,0.0003189753743)
"L009188"	(-159.3572092,-6.855813509e-05)
"P015308"	(-293.3041977,-0.0002072969224)
"G001632"	(180.8051535,-5.126675403e-05)
"E011271"	(-468.0144646,-6.621128663e-05)
"J013354"	(872.5826271,0.0003761786311)
"P005932"	(82.51833154,-4.773853687e-05)
"C008055"	(13.8868854,-0.0001272965149)
"L003710"	(248.7648521,0.000293986438)
"L014458"	(47.31332204,2.849037436e-05)
"O001071"	(-813.7305354,-0.0006936116476)
"M002460"	(722.2586017,0.000736741189)
"K006686"	(-963.1991702,-0.000618493462)
"E008917"	(56.87322026,5.966525111e-05)
"C010535"	(-238.1064107,-0.0001181084155)
"N000421"	(-421.0477304,-0.0003081812666)
"M011129"	(969.4740866,0.0004251025083)
"E014353"	(630.7069328,0.000533317397)
"B003097"	(-420.9271751,-0.0002861908498)
"E013193"	(703.6656439,0.0003418278926)
"P001167"	(98.29686864,-7.237508725e-05)
"G008062"	(175.7128761,0.0001457445284)
"N000188"	(-55.29895508,-0.0003216077903)
"E001806"	(-464.3685841,-0.0004651972228)
"C015646"	(-128.6102723,5.117906801e-05)
"H015044"	(169.634497,0.0001167369935)
"M003968"	(25.29908776,4.479026943e-05)
"D005908"	(-475.2740218,-0.0003202157871)
"P006596"	(153.7495835,0.0002286862959)
"H005381"	(177.8948552,0.0002875433904)
"F010895"	(-172.8446931,-2.640689847e-05)
"H013058"	(-529.8085737,-0.000305881952)
"I014893"	(-663.5311483,-0.0004634649594)
"A009153"	(-260.0474823,-0.0001310768299)
"J007820"	(-280.4489429,-0.000314154396)
"B000619"	(-981.7496835,-0.000547526341)
"N009193"	(578.6302393,0.0003775440353)
"J009854"	(-765.6397061,-0.0006887407368)
"O014453"	(465.0566839,0.0001557237045)
"C001868"	(-1022.702524,-0.000744938837)
"G004886"	(375.6562254,0.0001986974165)
"P007009"	(1672.836866,0.001491365849)
"D003528"	(49.03346089,5.445218365e-05)
"J012215"	(-757.8068897,-6.779894168e-05)
"K011071"	(247.3585003,5.963034779e-05)
"E010122"	(-57.06731972,-0.0002118097118)
"N001640"	(-103.7742244,8.104337194e-06)
"L013708"	(-25.3483688,4.08010201e-05)
"D014185"	(465.3885992,0.0001448959435)
"D006242"	(-133.6934843,-8.751920871e-05)
"H002805"	(-248.7262514,-3.817275856e-05)
"D006854"	(-101.1247997,-5.682541267e-05)
"H009836"	(76.980317,2.088945955e-06)
"K006552"	(-13.15801805,6.735694169e-06)
"E009858"	(96.55265515,0.0001251841031)
"K004271"	(72.18832807,0.0001186128657)
"D000629"	(-724.3157864,-0.0002867562031)
"D005525"	(489.3808859,4.197577619e-05)
"L010143"	(-306.3656944,-7.649175179e-05)
"H003899"	(-76.36456754,-4.289947205e-05)
"L015951"	(-119.8631879,-0.0002364131236)
"E011995"	(-621.4951203,-0.000408277006)
"E011846"	(669.3736603,0.0004176683462)
"P009918"	(49.51793335,-6.864968006e-05)
"H008863"	(-180.1388509,-5.472081359e-05)
"C015507"	(-545.224422,-0.0003780745324)
"O014786"	(-56.37949161,-6.924619314e-05)
"P008658"	(1322.866568,0.001049239704)
"L008198"	(-401.2652491,-0.0002821262574)
"J015256"	(266.9382528,0.0001363013213)
"O004124"	(-18.12673149,-0.0001138362578)
"N000407"	(-412.5331711,-0.0003096681552)
"P003048"	(-83.69083786,-6.946339418e-05)
"J004794"	(210.9007599,0.0001756850312)
"M002226"	(-166.7581029,-0.0002262447387)
"F013051"	(-283.9233217,-0.0002888583433)
"C014726"	(-195.8260732,-0.0001969335969)
"C005722"	(448.5471791,0.000358196786)
"O002168"	(-1136.281497,-0.0009574758263)
"J005766"	(-987.9456876,-0.0006821539644)
"D010224"	(-324.5864444,-0.0003173727624)
"J005672"	(-335.0562636,-9.012663253e-05)
"H007034"	(-101.6033928,-3.059052761e-05)
"M001134"	(231.9190913,0.0003280266033)
"C012548"	(-632.0578047,-0.00062786045)
"D001535"	(-313.8065551,-0.0001213750894)
"A002414"	(491.9250894,0.0004483285955)
"M015725"	(66.69896881,-0.0001170453567)
"D016040"	(-111.337462,-9.469526498e-05)
"C002769"	(253.7981386,0.0002141548551)
"P013435"	(69.94275204,0.0001040718179)
"M012304"	(288.1257213,0.0005369650196)
"B015917"	(112.8411564,0.0001310178301)
"J009196"	(270.0432367,0.0001279874697)
"H004335"	(898.6044604,0.001152085328)
"G010209"	(-452.924332,-0.0005548378773)
"N006154"	(698.376016,0.0007873673942)
"C016263"	(-32.93232473,-6.466458877e-05)
"B013913"	(259.0002336,7.896898576e-05)
"J000928"	(-252.4087339,-0.0002487078681)
"J004149"	(-1135.948533,-0.001451855467)
"P012757"	(843.8076091,0.00108165032)
"L002038"	(176.5095774,0.0001725804)
"L004053"	(197.2298239,-0.000115985798)
"O000764"	(-485.341685,-0.0005441086203)
"L015564"	(-327.3215967,-0.000227923934)
"I009640"	(114.8820289,8.442169322e-06)
"C006311"	(471.4732997,0.0001498881314)
"E010308"	(-63.74043298,-1.456030897e-05)
"E005534"	(36.75204339,-0.0002096967283)
"O015164"	(180.9003223,0.0001291294799)
"A007769"	(-367.6569185,-0.0001931226287)
"M006550"	(119.4075008,0.0001420343521)
"F000369"	(72.65096018,1.029076686e-05)
"J000589"	(32.23420121,5.010242479e-05)
"C009070"	(261.6571677,0.0002464830901)
"N003921"	(388.6774324,0.0002585384678)
"F000612"	(-66.62455629,-0.0002805583715)
"J010065"	(289.0776388,0.0001117216316)
"E002308"	(466.9740797,0.0002120438599)
"I004791"	(87.20697463,-6.214422991e-05)
"B016070"	(517.4266207,0.0002709078852)
"A007706"	(222.8571264,0.0001857289248)
"C010673"	(106.9751893,-8.232806777e-05)
"H003954"	(206.7181829,0.0002376766825)
"O004023"	(64.29715549,5.664177769e-05)
"B002485"	(-189.7369682,-0.0001188014912)
"P012125"	(-11.27199245,-3.963994319e-05)
"B006660"	(-239.8768573,-0.0002122801258)
"G013936"	(-15.66966976,-3.182193715e-05)
"H004222"	(-427.8951229,-0.0003778925675)
"O012967"	(334.5356065,3.359226459e-05)
"H009907"	(-152.1811349,-0.000178382463)
"G014996"	(248.3825893,8.689638273e-05)
"I016109"	(-132.7678565,-7.820611413e-05)
"J000435"	(-21.76171959,-6.967563191e-05)
"K011743"	(75.31769602,1.010303498e-05)
"D003978"	(203.2017092,-9.355468801e-05)
"N004198"	(-183.3340266,-0.0001338948828)
"P005629"	(396.7657993,0.0004292505042)
"P002197"	(-356.5171739,-0.0002952146904)
"J013355"	(803.2467997,0.0006105376567)
"A010636"	(153.8883516,0.0001516874864)
"A007391"	(412.4519045,0.0002055829172)
"B000838"	(-120.1865295,-0.0003974465851)
"P013091"	(-753.0059383,-0.0007542128653)
"O001719"	(-69.43530216,0.0001452620125)
"D006869"	(-325.0226185,-0.0004750985553)
"D010523"	(-306.6240659,-0.0001078926551)
"O011801"	(213.6588257,0.0002733360847)
"O000268"	(87.53003818,-8.179772659e-06)
"C011022"	(681.7227774,0.0005058099124)
"A009122"	(163.0959309,0.0003164587343)
"H005896"	(-718.8060646,-0.0008782466636)
"C006268"	(1033.435727,0.000693071203)
"G013825"	(-10.50313717,-1.373008598e-05)
"O013720"	(19.96666912,-2.933086292e-05)
"D013011"	(346.1542231,0.0001582742357)
"P010413"	(140.1006857,3.382503049e-05)
"H010567"	(538.2516458,0.0002598958601)
"P003377"	(356.4844423,0.0001028026622)
"N011137"	(311.125815,0.0003037565889)
"I011553"	(-166.6011293,0.0001186299345)
"I012070"	(135.2334291,-5.388559909e-05)
"I008897"	(111.5823726,9.99489207e-05)
"B000712"	(212.6005844,0.0001071028898)
"E007675"	(651.3877881,0.0003432997835)
"I006579"	(-458.7540568,-0.0003069673765)
"D001976"	(3.833900063,-0.0001796725994)
"P015134"	(202.5856202,6.315630988e-05)
"N015549"	(-129.9957172,-9.717692358e-06)
"D009002"	(2.855002904,-2.125741224e-06)
"G014637"	(656.4105349,0.0004179379861)
"F010148"	(141.998682,-5.214192639e-06)
"J011656"	(-929.2535975,-0.0005843893137)
"L004824"	(-126.9471315,-1.775922194e-05)
"H003670"	(610.1363423,0.0006446871122)
"D003976"	(-321.9803024,0.0001058451265)
"B005462"	(860.0793015,0.0004836977204)
"A011985"	(-116.8770583,-0.0001496017378)
"M014871"	(-56.8365515,-5.111430233e-05)
"N004787"	(454.6785801,0.0004995360983)
"L012171"	(690.5413386,0.000370423642)
"H009152"	(-1081.995238,-0.0007902912339)
"G008103"	(-172.989618,-9.935825088e-05)
"G004073"	(-342.3090116,-7.194781453e-05)
"I011233"	(499.137647,0.0002375435445)
"F010109"	(-1222.32233,-0.0006527692853)
"G014841"	(231.4662135,0.0001835081852)
"B003140"	(-466.2689438,-0.0002824265334)
"H014675"	(672.6860799,0.0003290905222)
"C006447"	(508.6379867,0.0003183389654)
"M002792"	(-593.3340867,-0.0002650753446)
"D002792"	(165.6239464,7.244671216e-05)
"N000111"	(-122.0999081,5.647116645e-05)
"O009408"	(-411.9806815,-0.0003913108244)
"E013965"	(5.178850279,-3.774138186e-05)
"L014038"	(-60.42232292,-3.71016275e-05)
"K014203"	(624.5034138,0.0002661131807)
"O001724"	(-679.7740133,-0.0003782377583)
"K001348"	(-363.1615718,-3.282480684e-05)
"M003367"	(306.7996011,0.0001412278461)
"J006720"	(-1198.000466,-0.0008435136293)
"B004408"	(4.054913118,-2.812663897e-05)
"M003481"	(-131.1163718,-6.700645165e-05)
"L009971"	(-441.4370641,-0.000244565885)
"G014251"	(-5.685160609,-9.400328352e-06)
"N010078"	(352.7981955,0.0002512170573)
"D003255"	(5.550682322,-3.099484802e-06)
"M009135"	(-441.1605203,-0.0004202869006)
"H000611"	(-226.5130108,-0.0002225318088)
"I011892"	(439.546773,0.0007070173655)
"G004836"	(42.93614417,2.788981975e-06)
"M007424"	(609.3480226,0.0004798870413)
"E003288"	(-172.6749891,-0.000156727044)
"P010375"	(131.9300274,-9.944654262e-05)
"D000107"	(462.2035627,0.0005046177105)
"I015234"	(212.2462788,0.0001611392623)
"D007696"	(-54.60478536,5.331668308e-06)
"J005285"	(-199.4928858,-1.756104417e-05)
"A006303"	(118.1240082,0.0001623395645)
"P014675"	(-4.305233,-0.0001311281436)
"C009260"	(520.7865939,0.0006159309639)
"P000888"	(-96.41918251,-0.0002317595342)
"H002774"	(475.4794862,0.0006385424353)
"K007283"	(-700.0004025,-0.0004343914294)
"F001869"	(-385.5216626,-0.0004946318406)
"E009998"	(-150.0520127,-0.0003004937975)
"M005184"	(87.57156967,-4.644847075e-05)
"N008917"	(8.432644547,5.877128387e-05)
"A014510"	(479.8159215,0.0005061449313)
"E009937"	(-745.1993377,-0.000597106464)
"B012844"	(-36.2075267,1.324266684e-05)
"K012895"	(-204.6323817,-0.0001539901412)
"F000424"	(704.0558209,5.776753636e-05)
"O001261"	(97.42366729,0.0002356839335)
"K000926"	(-1315.768084,-0.000330222032)
"M012843"	(-221.6273001,-4.684891526e-05)
"H003752"	(188.8994922,7.227038612e-05)
"N000504"	(811.7974751,0.0002327189294)
"F010645"	(-292.6218472,-7.342495417e-05)
"D012472"	(-266.7988253,-0.000210692358)
"L006964"	(391.0628068,0.0001204704956)
"K008825"	(339.4164663,0.0001140038312)
"O010732"	(671.9552969,0.0003095178766)
"M009846"	(-214.8218039,-0.0002077316181)
"O009805"	(644.687417,0.0002656333281)
"G011889"	(124.8092911,0.0001256969346)
"C016014"	(162.4429623,1.611904247e-06)
"I011914"	(233.0720836,0.000291188432)
"O011589"	(440.6264112,0.0002180490833)
"E010763"	(-310.113005,-0.0001135537836)
"D013762"	(62.3601693,3.227195583e-05)
"P002383"	(245.5259675,0.0001767176109)
"A011884"	(-285.4461373,-0.0001531177514)
"N014673"	(59.74532374,9.54022657e-06)
"E014266"	(-186.8984578,7.295921354e-05)
"M015308"	(-106.9399436,-2.018793581e-06)
"B014000"	(-17.69441705,-8.829087816e-05)
"O012462"	(165.0468707,0.0001538776455)
"I015439"	(575.2058501,0.0003544628893)
"D003882"	(367.3368112,0.0001051331506)
"P010097"	(211.0727508,5.394882386e-05)
"G003203"	(173.905187,0.0001789010598)
"M003665"	(618.1676861,0.000247725837)
"D006366"	(-458.6629658,-0.0002576318681)
"A003399"	(289.1989648,0.0001945950544)
"P000501"	(907.0681027,0.0004687707148)
"A005696"	(135.5247425,5.657108726e-05)
"I000394"	(511.3162803,0.0003895442368)
"B012477"	(329.3952524,0.0001353243511)
"M011570"	(427.1689589,0.0003374219975)
"N012377"	(-266.1727358,-0.000192978873)
"F015397"	(-238.1991663,-9.662816661e-05)
"J009501"	(333.7497874,0.000292930255)
"O011201"	(-694.2058193,-0.0005136699862)
"G000923"	(-1072.62729,-0.0005099985249)
"G008067"	(613.8376365,0.0004363426083)
"L004453"	(445.8290679,0.0003205546408)
"G000947"	(438.9509909,0.0001909524019)
"C003280"	(-221.3406289,-0.0003415654985)
"G003475"	(103.1460336,0.0001031635959)
"K001826"	(-421.8122562,-0.0001567176479)
"M000688"	(828.3455958,0.0002878815995)
"G002670"	(360.3315787,0.0001777786244)
"B010978"	(-176.4956771,-0.0001315112289)
"H012536"	(-263.3949495,5.676129284e-05)
"Q001314"	(-284.8302268,-0.0001544634134)
"F000488"	(11.95980462,-0.0001834293566)
"I013615"	(-656.346548,-0.000229509835)
"P002540"	(-413.3178446,-0.000175414683)
"K004016"	(-34.08654785,-9.626319053e-06)
"J010063"	(-409.620942,-5.460553621e-06)
"F003455"	(-1050.76246,-0.0004588279133)
"D014181"	(197.6928198,1.755967567e-05)
"C007243"	(70.97902801,2.478611615e-05)
"N000912"	(-671.7310626,-3.116405711e-05)
"E006493"	(697.5181296,0.0001090487957)
"L012637"	(-975.8415779,-0.0004925541046)
"L002574"	(116.3950685,0.0001577298113)
"A004900"	(422.7825143,0.0003895149469)
"H003693"	(32.93588283,-0.0001794546647)
"P010017"	(1179.064749,0.0005780738029)
"C007918"	(-302.2490685,-0.0002183199489)
"H000933"	(607.4319093,0.0001747321651)
"N014248"	(-313.2252449,-0.0001360156487)
"K011296"	(-291.9788156,-2.208219307e-06)
"M013423"	(146.8582076,5.747607871e-05)
"B010523"	(996.5767975,0.0003681713747)
"K002146"	(-272.2380869,1.703893723e-05)
"L000280"	(-3.382609325,0.0001459586434)
"O014710"	(-117.5826402,-7.210075159e-05)
"A004883"	(710.6258718,0.000374078002)
"A012639"	(-306.9570105,-0.0001816823095)
"O013951"	(469.1128754,0.0002654741913)
"I012932"	(-204.2608668,-0.0001363499429)
"N002369"	(287.9534548,0.0003701019365)
"L011898"	(-761.1338142,-0.0007219034653)
"C004925"	(57.88322608,-1.944149329e-05)
"O001344"	(407.8063154,0.0003388715093)
"A000423"	(1465.242611,0.0009884030519)
"D003202"	(-482.3631167,-0.000321345621)
"L013641"	(-435.4216835,-0.0002486795666)
"K005021"	(-569.4590609,-0.0005743574112)
"J012821"	(-553.3146391,-0.000387203389)
"L003138"	(1642.435729,0.001207961413)
"O003876"	(295.6080574,9.369178031e-05)
"C008818"	(-271.4534112,-0.0002136097269)
"G002279"	(423.9831112,0.0002029344882)
"N002062"	(68.34827885,9.889169535e-05)
"K012924"	(737.8714414,0.0005432506746)
"A012055"	(-97.92592905,-0.0002479935194)
"C012291"	(224.7306919,0.0001788840746)
"L003259"	(275.0777296,0.0001529125744)
"M003484"	(-146.719778,-0.000134839694)
"F008154"	(-296.7571276,-0.0002250367557)
"K011711"	(556.4751122,0.0002949409578)
"N008666"	(230.6347892,0.000324704584)
"J014774"	(-629.9057572,-0.0002935599242)
"M007777"	(-37.80050016,3.735623225e-05)
"C007878"	(197.9163521,0.0002272821948)
"L000471"	(-1208.682105,-0.0008979177815)
"Q000294"	(-33.3978493,-6.649103803e-06)
"F011440"	(-64.51178957,-0.0001307556364)
"G009841"	(-326.3507188,-0.0003627220861)
"B009286"	(-170.5492554,-0.0002274456055)
"F009210"	(-46.95036759,-8.180161609e-05)
"B001637"	(-276.286816,-0.0003211118201)
"K000609"	(526.7681616,0.0007718751387)
"J001848"	(-850.6746304,-0.0008202368752)
"K005891"	(-544.6525524,-0.0005470613605)
"C011518"	(-971.7363637,-0.001101946685)
"K014287"	(-187.3250988,-0.0002208057779)
"I002006"	(-20.39020459,-4.88555937e-05)
"N013903"	(401.9457126,0.0004573829979)
"I015493"	(-273.6782069,6.01812566e-05)
"N010938"	(-347.9190132,-0.0002486450668)
"O013252"	(483.924149,0.0005488565085)
"K014549"	(-189.385108,-0.0002002983372)
"C008218"	(-151.2210647,-0.0001965307499)
"A001895"	(59.19937298,0.000307248517)
"G015544"	(423.5867798,0.0005144425299)
"F003703"	(152.5317641,0.0002156989199)
"G005021"	(509.1615831,0.0004419120246)
"A009103"	(785.4957892,0.0007326135738)
"K005589"	(-420.9419367,-0.0004297621455)
"M004043"	(5.690066805,2.118911834e-05)
"Q000751"	(-2.118679578,1.868281629e-05)
"C012648"	(42.65275517,-7.170533199e-05)
"H007076"	(245.479933,0.0003515635926)
"K006919"	(-451.6322743,-0.0005097557208)
"I013564"	(69.76687528,-9.281988187e-06)
"N016300"	(-92.22935326,9.218567987e-05)
"A002232"	(-428.841204,-0.0006095121679)
"H001335"	(847.7211031,0.0007103576791)
"J014532"	(-205.5166952,-0.0001444998652)
"C014202"	(-995.3167892,-0.001027414934)
"L014006"	(309.3208881,0.0003583808187)
"P000345"	(108.7582438,9.851151033e-05)
"A003035"	(158.6063424,0.0002156863009)
"M013833"	(188.903942,0.000207918936)
"M013349"	(38.67256487,-0.0002518501096)
"G014231"	(267.3988002,0.0002965224593)
"J014779"	(-626.7586667,-0.0005681584373)
"H004670"	(-291.3358919,-0.0003494593793)
"L009339"	(488.8438378,0.0003968859941)
"G012659"	(-435.2680108,-0.0004494017266)
"K013017"	(326.5357747,0.0002627191931)
"K012725"	(337.9565017,0.0004352381078)
"I005741"	(-455.934432,-0.0003353520167)
"E002651"	(1025.621807,0.001124455004)
"D000283"	(-44.76684273,5.971418877e-05)
"F007693"	(49.54769291,0.000116342755)
"D016226"	(797.3230868,0.0009769693051)
"I013211"	(17.89206627,0.0001251641783)
"F001055"	(-700.1312321,-0.0004349150718)
"D015205"	(-381.847742,-0.0004562258863)
"G007538"	(-397.0388807,-0.0005191869472)
"F007056"	(399.4822939,0.0002050732011)
"C013529"	(74.83419454,0.0003595616701)
"L012746"	(-46.5220392,-7.330370208e-05)
"N009832"	(67.28317762,-2.144491386e-05)
"D003111"	(328.1803516,0.000259155648)
"G015206"	(459.7504927,0.0001698469869)
"F011603"	(-167.1864225,-0.0001079561846)
"H011791"	(579.7234548,0.000250650554)
